id,year,locationName,latitude_eq,longitude_eq,damageAmountOrder,publish,country,regionCode_eq,intensity,deathsAmountOrder,tsunamiEventId,deathsAmountOrderTotal,eqDepth,deaths,housesDestroyedAmountOrder,deathsTotal,damageAmountOrderTotal,housesDestroyedAmountOrderTotal,month,day,volcanoEventId,housesDamagedAmountOrder,injuries,injuriesAmountOrder,injuriesTotal,injuriesAmountOrderTotal,hour,housesDamagedAmountOrderTotal,minute,housesDestroyed,housesDamaged,housesDestroyedTotal,housesDamagedTotal,area,second,damageMillionsDollars,missing,missingAmountOrder,missingTotal,missingAmountOrderTotal,damageMillionsDollarsTotal,magnitude_Mw,MagnitudeSource,earthquakeEventId,oceanicTsunami,maxWaterHeight,regionCode_ts,latitude_ts,longitude_ts,same_region
4333,1965,ALGERIA:  M'SILA,35.7,4.4,2.0,True,ALGERIA,15,,1.0,,1.0,10.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,,,350.0,3.0,350.0,3.0,21.0,,38.0,25000.0,,2500.0,,,29.2,2.0,,,,,2.0,5.755,Ms→Mw,,0,,,,,False
4334,1965,INDONESIA:  SANANA ISLAND,-2.4,126.1,2.0,True,INDONESIA,170,,2.0,1963.0,2.0,6.0,71.0,4.0,71.0,2.0,4.0,1.0,24.0,,,,,,,0.0,,11.0,3000.0,,3000.0,,,12.1,,,,,,,7.161999999999999,Ms→Mw,4334.0,1,,83.0,-2.4,126.1,False
4337,1965,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.251,178.715,1.0,True,USA,150,6.0,,1964.0,,30.0,,,,1.0,,2.0,4.0,,,,,,,5.0,,1.0,,,,,AK,22.0,,,,,,0.01,8.7,Mw,4337.0,1,10.7,87.0,51.251,178.715,False
4340,1965,IRAN:  NW,37.684,46.998,3.0,True,IRAN,140,,1.0,,1.0,52.0,20.0,4.0,20.0,3.0,4.0,2.0,10.0,,3.0,,,,,16.0,3.0,9.0,,,,,,52.6,,,,,,,5.3,Mw,,0,,,,,False
4341,1965,"GREECE:  ALONISOS, SKOPELOS",39.4,24.0,3.0,True,GREECE,130,,1.0,3042.0,1.0,18.0,38.0,,38.0,3.0,3.0,3.0,9.0,,,253.0,3.0,253.0,3.0,17.0,,57.0,,,,,,53.7,8.0,,,,,8.0,6.291,Ms→Mw,4341.0,1,,50.0,39.4,24.0,False
4343,1965,AFGHANISTAN,36.3,70.7,1.0,True,AFGHANISTAN,40,7.0,,,,219.0,,,,,,3.0,14.0,,,,,,,15.0,,53.0,,,,,,6.6,,,,,,,6.961,Ms→Mw,,0,,,,,False
4345,1965,CHILE:  CENTRAL,-32.4,-71.2,4.0,True,CHILE,160,,3.0,,,61.0,400.0,,,,,3.0,28.0,,,,,,,16.0,,33.0,,,,,,0.0,125.0,,,,,,7.3,None,,0,,,,,False
4347,1965,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,50.32,177.93,,True,USA,150,,,1967.0,,20.0,,,,,,3.0,30.0,,,,,,,2.0,,27.0,,,,,AK,3.4,,,,,,,7.6,Mw,4347.0,1,0.1,87.0,50.32,177.93,False
4349,1965,GREECE,38.6,22.4,2.0,True,GREECE,130,10.0,1.0,,,78.0,6.0,,,,,3.0,31.0,,,,,,,9.0,,47.0,,,,,,0.0,,,,,,,7.1,None,,0,,,,,False
4350,1965,GREECE:  SOUTHERN,37.7,21.8,3.0,True,GREECE,130,10.0,1.0,,1.0,34.0,32.0,3.0,32.0,3.0,3.0,4.0,5.0,,,200.0,3.0,200.0,3.0,3.0,,12.0,,,,,,54.2,,,,,,,6.224,Ms→Mw,,0,,,,,False
4351,1965,WASHINGTON:  SEATTLE,47.4,-122.3,4.0,True,USA,150,8.0,1.0,,1.0,59.0,7.0,,7.0,4.0,,4.0,29.0,,,,,,,15.0,,28.0,,,,,WA,43.7,28.0,,,,,28.0,6.491999999999999,Ms→Mw,,0,,,,,False
4353,1965,EL SALVADOR:  SAN MARCOS,13.5,-89.3,4.0,True,EL SALVADOR,100,6.0,3.0,,3.0,23.0,125.0,,125.0,4.0,,5.0,3.0,,,1138.0,4.0,1138.0,4.0,10.0,,1.0,,,,,,35.2,35.0,,,,,35.0,6.09,Ms→Mw,,0,,,,,False
4354,1965,"IRAN:  HADJIABAD, SARKHUN, SARCHAHAN",28.1,55.9,3.0,True,IRAN,140,,,,,40.0,,,,,,6.0,21.0,,,,,,,0.0,,21.0,,,,,,0.0,,,,,,,6.0,None,,0,,,,,False
4356,1965,"MEXICO: MEXICO CITY, OAXACA",16.3,-95.8,1.0,True,MEXICO,150,,1.0,1975.0,1.0,28.0,6.0,,6.0,1.0,,8.0,23.0,,1.0,,,,,19.0,1.0,46.0,,,,,,2.9,,,,,,,7.295999999999999,Ms→Mw,4356.0,1,0.4,88.0,16.3,-95.8,False
4357,1966,GREECE:  CENTRAL,39.2,22.0,2.0,True,GREECE,130,,1.0,,1.0,38.0,1.0,3.0,1.0,2.0,3.0,2.0,5.0,,,60.0,2.0,60.0,2.0,2.0,,1.0,450.0,,450.0,,,48.3,4.0,,,,,4.0,6.291,Ms→Mw,,0,,,,,False
4358,1966,"TURKEY:  VARTO, MUS",39.1,41.6,3.0,True,TURKEY,140,8.0,1.0,,,38.0,10.0,,,,,3.0,7.0,,,,,,,1.0,,16.0,,,,,,0.0,,,,,,,6.0,None,,0,,,,,False
4359,1966,CHINA:  HEBEI PROVINCE,37.308,114.919,4.0,True,CHINA,30,9.0,4.0,,4.0,8.0,8064.0,4.0,8064.0,4.0,4.0,3.0,7.0,,,,,,,21.0,,29.0,,,,,,18.6,,,,,,,6.5,Mw,,0,,,,,False
4360,1966,TAIWAN,24.1,122.6,2.0,True,TAIWAN,30,,1.0,1980.0,1.0,48.0,7.0,2.0,7.0,2.0,2.0,3.0,12.0,,,10.0,1.0,10.0,1.0,16.0,,31.0,,,,,,21.8,,,,,,,7.43,Ms→Mw,4360.0,1,0.1,84.0,24.1,122.6,False
4362,1966,"UGANDA: KICHWAMBA, BONDIBOGYO;  TANZANIA;  DR CONGO",0.622,29.863,2.0,True,UGANDA,10,7.0,3.0,,3.0,29.0,157.0,3.0,157.0,2.0,3.0,3.0,20.0,,,1300.0,4.0,1300.0,3.0,1.0,,42.0,,,,,,53.7,1.5,,,,,1.5,6.6,Mw,,0,,,,,False
4364,1966,CHINA:  HEBEI PROVINCE,37.5,115.1,4.0,True,CHINA,30,10.0,3.0,,3.0,15.0,,4.0,,4.0,4.0,3.0,22.0,,,,,,,8.0,,19.0,,,,,,27.0,,,,,,,7.161999999999999,Ms→Mw,,0,,,,,False
4367,1966,TURKEY,38.0,42.6,2.0,True,TURKEY,140,,,,,41.0,,,,,,5.0,2.0,,,,,,,23.0,,13.0,,,,,,0.0,,,,,,,4.8,None,,0,,,,,False
4368,1966,SOLOMON ISLANDS:  GUADALCANAL,-10.343,160.883,,True,SOLOMON ISLANDS,170,,,1981.0,,31.0,,,,,,6.0,15.0,,,,,,,0.0,,59.0,,,,,,42.7,,,,,,,7.1,Mw,4368.0,1,0.2,82.0,-10.343,160.883,False
4369,1966,NEPAL-INDIA,29.554,80.854,2.0,True,NEPAL,60,8.0,2.0,,2.0,23.0,80.0,4.0,80.0,2.0,4.0,6.0,27.0,,,100.0,2.0,100.0,2.0,10.0,,41.0,5200.0,,5200.0,,,9.5,1.0,,,,,1.0,6.291,Ms→Mw,,0,,,,,False
4371,1966,RUSSIA:  BLACK SEA,44.75,37.0,,True,RUSSIA,40,6.0,,2302.0,,33.0,,,,,,7.0,12.0,,,,,,,18.0,,53.0,,,,,,,,,,,,,5.755,Ms→Mw,4371.0,1,0.2,40.0,44.75,37.0,True
4372,1966,INDIA:  N,28.7,78.9,1.0,True,INDIA,60,,1.0,,,53.0,15.0,,,,,8.0,15.0,,,,,,,2.0,,15.0,,,,,,0.0,,,,,,,5.6,None,,0,,,,,False
4376,1966,TURKEY:  VARTO,39.235,41.572,3.0,True,TURKEY,140,9.0,4.0,,4.0,24.0,2394.0,,2394.0,3.0,,8.0,19.0,,,,,,,12.0,,22.0,,,,,,12.7,20.0,,,,,20.0,6.8,Mw,,0,,,,,False
4377,1966,GREECE:  SOUTHERN,37.459,22.155,3.0,True,GREECE,130,8.0,1.0,,1.0,17.0,1.0,3.0,1.0,3.0,3.0,9.0,1.0,,4.0,123.0,3.0,123.0,3.0,14.0,4.0,22.0,180.0,1500.0,180.0,1500.0,,59.2,14.0,,,,,14.0,5.5,Mw,,0,,,,,False
4378,1966,COLOMBIA,4.62,-73.98,2.0,True,COLOMBIA,160,7.0,1.0,,1.0,15.0,6.0,3.0,6.0,2.0,3.0,9.0,4.0,,,30.0,1.0,30.0,1.0,22.0,,14.0,200.0,,200.0,,,0.0,,,,,,,5.3,Mw,,0,,,,,False
4379,1966,VENEZUELA,10.8,-69.5,3.0,True,VENEZUELA,160,,,,,12.0,,,,,,9.0,19.0,,,,,,,18.0,,40.0,,,,,,0.0,,,,,,,5.0,None,,0,,,,,False
4381,1966,"PERU:  LIMA,HUACHO,HUAURA, CHANCAY,SUPE,SAN NICOLAS",-10.748,-78.638,4.0,True,PERU,160,9.0,3.0,1982.0,3.0,38.0,110.0,,110.0,4.0,,10.0,17.0,,,3000.0,4.0,3000.0,4.0,21.0,,41.0,,,,,,56.0,35.0,,,,,35.0,8.1,Mw,4381.0,1,3.0,89.0,-10.748,-78.638,False
4382,1966,GREECE:  CENTRAL,39.2,21.2,3.0,True,GREECE,130,,1.0,,1.0,20.0,1.0,3.0,1.0,3.0,3.0,10.0,29.0,,,23.0,1.0,23.0,1.0,2.0,,39.0,,,,,,29.4,,,,,,,5.889,Ms→Mw,,0,,,,,False
4383,1966,"CHILE:  TALTAL, CATALINA",-25.5,-70.7,1.0,True,CHILE,160,8.0,1.0,1984.0,1.0,47.0,3.0,3.0,3.0,1.0,3.0,12.0,28.0,,,6.0,1.0,6.0,1.0,8.0,,18.0,,,,,,7.4,0.4,,,,,0.4,7.295999999999999,Ms→Mw,4383.0,1,0.42,89.0,-25.5,-70.7,False
4386,1966,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-11.893,166.445,,True,SOLOMON ISLANDS,170,,,2425.0,,83.0,,,,,,12.0,31.0,,,,,,,18.0,,23.0,,,,,,11.1,,,,,,,7.8,Mw,4386.0,1,2.0,82.0,-11.893,166.445,False
4387,1967,GREECE,38.4,22.0,2.0,True,GREECE,130,,,,,10.0,,,,,,1.0,4.0,,,,,,,5.0,,58.0,,,,,,0.0,,,,,,,6.0,None,,0,,,,,False
4388,1967,MONGOLIA,48.1,102.8,1.0,True,MONGOLIA,40,10.0,,,,35.0,,,,,,1.0,5.0,,,,,,,0.0,,14.0,,,,,,0.0,,,,,,,7.5,None,,0,,,,,False
4391,1967,"COLOMBIA:  HUILA, NEIVA, RIVERA,SAN ANTONIO",2.85,-74.8,3.0,True,COLOMBIA,160,10.0,2.0,,2.0,55.0,98.0,,98.0,3.0,,2.0,9.0,,4.0,,,,,15.0,4.0,24.0,,,,,,0.0,20.0,,,,,20.0,7.0,Mw,,0,,,,,False
4394,1967,"INDONESIA:  JAVA:  DAMPIT,GONDANG,TRENGGALEK",-9.2,113.1,3.0,True,INDONESIA,60,9.0,2.0,,2.0,80.0,54.0,4.0,54.0,3.0,4.0,2.0,19.0,,4.0,300.0,3.0,300.0,3.0,22.0,4.0,14.0,2000.0,5000.0,2000.0,5000.0,,35.3,,,,,,,6.6259999999999994,Ms→Mw,,0,,,,,False
4396,1967,INDONESIA:  MAKASSAR STRAIT,-3.7,119.3,2.0,True,INDONESIA,170,8.0,2.0,1987.0,2.0,33.0,58.0,2.0,71.0,2.0,2.0,4.0,11.0,,,100.0,2.0,100.0,2.0,5.0,,9.0,,,,,,12.1,,,,,,,5.755,Ms→Mw,4396.0,1,,83.0,-3.7,119.3,False
4397,1967,"INDONESIA-MALAYSIA:  N SUMATERA,MALAY PENINSULA",5.5,97.3,3.0,True,INDONESIA,60,,1.0,1988.0,1.0,100.0,14.0,4.0,14.0,3.0,4.0,4.0,12.0,,,,,,,4.0,,51.0,2000.0,,2000.0,,,50.2,,,,,,,6.157,Ms→Mw,4397.0,1,,60.0,5.5,97.3,True
4398,1967,GREECE,39.513,21.304,2.0,True,GREECE,130,9.0,1.0,,1.0,9.0,9.0,3.0,9.0,2.0,3.0,5.0,1.0,,4.0,56.0,2.0,56.0,2.0,7.0,4.0,9.0,896.0,3900.0,896.0,3900.0,,1.3,5.0,,,,,5.0,5.9,Mw,,0,,,,,False
4399,1967,ALGERIA:  NEAR SIG,35.5,-0.1,1.0,True,ALGERIA,15,,1.0,,1.0,13.0,10.0,1.0,10.0,1.0,1.0,7.0,13.0,,,15.0,1.0,15.0,1.0,2.0,,10.0,40.0,,40.0,,,20.0,,,,,,,5.42,Ms→Mw,,0,,,,,False
4403,1967,"TURKEY:  MUDURNU, ADAPAZARI",40.751,30.8,2.0,True,TURKEY,140,10.0,2.0,,2.0,30.0,86.0,,86.0,2.0,,7.0,22.0,,,,,,,16.0,,57.0,,,,,,0.7,3.0,,,,,3.0,7.3,Mw,,0,,,,,False
4404,1967,TURKEY:  TUNCELI,39.5,40.4,3.0,True,TURKEY,140,,2.0,,,8.0,97.0,,,,,7.0,26.0,,,,,,,18.0,,53.0,,,,,,0.0,,,,,,,6.2,None,,0,,,,,False
4407,1967,COLOMBIA,6.747,-73.03,2.0,True,COLOMBIA,160,8.0,1.0,,1.0,161.0,20.0,,20.0,2.0,,7.0,29.0,,3.0,150.0,3.0,150.0,3.0,10.0,3.0,24.0,,,,,,24.6,2.0,,,,,2.0,6.8,Mw,,0,,,,,False
4410,1967,VENEZUELA,10.559,-67.33,4.0,True,VENEZUELA,90,8.0,3.0,3349.0,3.0,25.0,300.0,,300.0,4.0,,7.0,30.0,,,1536.0,4.0,1536.0,4.0,0.0,,4.0,,,,,,22.0,140.0,,,,,140.0,6.6,Mw,4410.0,1,0.08,74.0,10.559,-67.33,False
4414,1967,"FRANCE:  ARETTE,LANNE,MONTORY,ARAMITS,HAUX,SUNHAR",43.2,-0.5,2.0,True,FRANCE,120,8.0,1.0,,1.0,15.0,1.0,3.0,,2.0,3.0,8.0,13.0,,,80.0,2.0,80.0,2.0,22.0,,7.0,,,,,,47.5,,,,,,,5.621,Ms→Mw,,0,,,,,False
4415,1967,PAPUA NEW GUINEA:  BISMARCK SEA,-4.4,152.5,3.0,True,PAPUA NEW GUINEA,170,,,1989.0,,30.0,,,,,,8.0,13.0,,,,,,,22.0,,15.0,,,,,,10.0,,,,,,,6.3580000000000005,Ms→Mw,4415.0,1,0.1,82.0,-4.4,152.5,False
4416,1967,TAIWAN:  HUALIEN,24.5,122.2,2.0,True,TAIWAN,30,,1.0,,1.0,65.0,2.0,1.0,2.0,2.0,1.0,10.0,25.0,,,,,,,0.0,,59.0,23.0,,23.0,,,22.6,,,,,,,6.76,Ms→Mw,,0,,,,,False
4417,1967,ALBANIA,41.5,20.5,3.0,True,ALBANIA,130,10.0,1.0,,,29.0,18.0,,,,,11.0,30.0,,,,,,,7.0,,23.0,,,,,,0.0,20.0,,,,,,6.5,None,,0,,,,,False
4418,1967,ALBANIA:  GJIROKASTEV,40.0,20.2,2.0,True,ALBANIA,130,,,,,33.0,,2.0,,2.0,2.0,2.0,9.0,,,,,,,14.0,,4.0,77.0,,77.0,,,48.0,,,,,,,5.821999999999999,Ms→Mw,,0,,,,,False
4421,1967,INDIA,17.412,73.885,1.0,True,INDIA,60,8.0,3.0,,3.0,15.0,180.0,,180.0,1.0,,12.0,10.0,,,,,,,22.0,,51.0,,,,,,23.5,0.4,,,,,0.4,6.6,Mw,,0,,,,,False
4423,1968,NICARAGUA:  MANAGUA,12.1,-86.2,2.0,True,NICARAGUA,100,,,,,5.0,,,,2.0,,1.0,4.0,,,,,,,10.0,,3.0,,,,,,,2.0,,,,,2.0,5.151999999999999,Ms→Mw,,0,,,,,False
4425,1968,ITALY:  SICILY,37.9,13.1,4.0,True,ITALY,130,,3.0,,3.0,33.0,216.0,,216.0,4.0,,1.0,15.0,,,563.0,3.0,563.0,3.0,2.0,,1.0,,,,,,8.5,320.0,,,,,320.0,6.09,Ms→Mw,,0,,,,,False
4427,1968,PAPUA NEW GUINEA:  NEW IRELAND,-5.5,153.2,1.0,True,PAPUA NEW GUINEA,170,8.0,,,,74.0,,,,,,2.0,12.0,,,,,,,5.0,,44.0,,,,,,0.0,,,,,,,7.8,None,,0,,,,,False
4428,1968,GREECE:  AEGEAN SEA:  ST EUSTRATIOS,39.368,24.957,1.0,True,GREECE,130,10.0,1.0,1997.0,1.0,15.0,22.0,3.0,22.0,1.0,3.0,2.0,19.0,,4.0,18.0,1.0,18.0,1.0,22.0,4.0,45.0,500.0,1951.0,500.0,1951.0,,45.7,0.6,,,,,0.6,7.2,Mw,4428.0,1,1.2,50.0,39.368,24.957,False
4429,1968,JAPAN:  KYUSHU,32.0,130.6,2.0,True,JAPAN,30,,1.0,,1.0,3.0,3.0,,3.0,2.0,,2.0,21.0,,,,,,,1.0,,45.0,,,,,,0.0,,,,,,,6.3,None,,0,,,,,False
4432,1968,"JAPAN:  KYUSHU, SHIKOKU",32.3,132.5,2.0,True,JAPAN,30,7.0,1.0,1998.0,1.0,30.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,,,22.0,1.0,22.0,1.0,0.0,,42.0,,,,,,4.2,,,,,,,7.095000000000001,Ms→Mw,4432.0,1,3.07,85.0,32.3,132.5,False
4434,1968,"IRAN:  MAKU,SHAH BANDALU,QURTA BOLAGH,QONDEQLI",39.253,44.203,2.0,True,IRAN,140,7.0,1.0,,1.0,34.0,38.0,2.0,38.0,2.0,2.0,4.0,29.0,,,100.0,2.0,100.0,2.0,17.0,,1.0,1000.0,,1000.0,,,57.2,1.0,,,,,1.0,5.6,Mw,,0,,,,,False
4438,1968,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,40.8,143.2,3.0,True,JAPAN,30,6.0,2.0,2000.0,2.0,7.0,52.0,3.0,52.0,4.0,4.0,5.0,16.0,,,330.0,3.0,330.0,3.0,0.0,,48.0,689.0,,1218.0,,,55.4,,,,,,131.0,8.2,Mw,4438.0,1,6.0,85.0,40.8,143.2,False
4439,1968,JAPAN:  OFF COAST OF HONSHU ISLAND,41.5,142.7,,True,JAPAN,30,,,2438.0,,33.0,,,,,,5.0,16.0,,,,,,,10.0,,39.0,,,,,,1.6,,,,,,,7.5,None,4439.0,1,0.58,85.0,41.5,142.7,False
4440,1968,NEW ZEALAND:  SOUTH ISLAND:  NW COAST,-41.7,172.0,2.0,True,NEW ZEALAND,170,,1.0,,,21.0,3.0,,,,,5.0,23.0,,,,,,,17.0,,24.0,,,,,,0.0,3.0,,,,,,7.1,None,,0,,,,,False
4441,1968,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-2.9,139.3,,True,INDONESIA,170,,,,,65.0,,,,,,5.0,28.0,,,,,,,13.0,,27.0,,,,,,18.7,,,,,,,7.229000000000001,Ms→Mw,,0,,,,,False
4443,1968,JAPAN:  SANRIKU,39.4,143.1,,True,JAPAN,30,,,2001.0,,44.0,,,,,,6.0,12.0,,,,,,,13.0,,41.0,,,,,,50.7,,,,,,,6.894,Ms→Mw,4443.0,1,0.95,85.0,39.4,143.1,False
4445,1968,"PERU:  SAN MARTIN,MOYOBAMBA,YANTALO,RIOJA,LAMAS",-5.61,-77.086,1.0,True,PERU,160,,1.0,,1.0,15.0,15.0,,15.0,1.0,,6.0,19.0,,,120.0,3.0,120.0,3.0,8.0,,13.0,,,,,,35.8,0.1,,,,,0.1,6.8,Mw,,0,,,,,False
4446,1968,"IRAN:  GHALEGH SEYED,KHESHT,KONAR TAKHTEH",29.8,51.2,3.0,True,IRAN,140,,,,,32.0,,,,,,6.0,23.0,,,,,,,9.0,,16.0,,,,,,0.0,,,,,,,5.3,None,,0,,,,,False
4447,1968,"KERMADEC ISLANDS:  S OF, RAOUL",-30.8,-178.4,1.0,True,KERMADEC ISLANDS (NEW ZEALAND),170,,,2002.0,,60.0,,,,,,7.0,25.0,,,,,,,7.0,,23.0,,,,,,7.8,,,,,,,6.961,Ms→Mw,4447.0,1,0.05,81.0,-30.8,-178.4,False
4448,1968,PHILIPPINES:  LUZON:  MANILA,16.5,122.2,3.0,True,PHILIPPINES,170,,3.0,2003.0,3.0,36.0,270.0,1.0,270.0,3.0,1.0,8.0,1.0,,3.0,261.0,3.0,261.0,3.0,20.0,3.0,19.0,,,,,,21.9,8.0,,,,,8.0,6.961,Ms→Mw,4448.0,1,0.16,84.0,16.5,122.2,False
4451,1968,"MEXICO:  OAXACA, GUERRERO",16.519,-97.739,2.0,True,MEXICO,150,7.0,1.0,5847.0,1.0,25.0,18.0,,18.0,2.0,,8.0,2.0,,,,,,,14.0,,6.0,,,,,,43.7,2.4,,,,,2.4,7.3,Mw,4451.0,1,,88.0,16.519,-97.739,False
4452,1968,"INDONESIA:  MOLUCCA ISLANDS: MANADO, CELEBES",1.4,126.2,1.0,True,INDONESIA,170,,,2006.0,,25.0,,,,1.0,,8.0,10.0,,,,,,,2.0,,7.0,,,,,,4.3,,,,,,,7.161999999999999,Ms→Mw,4452.0,1,0.4,83.0,1.4,126.2,False
4454,1968,"INDONESIA:  SULAWESI:  TAMBU,COAST OF MAPAGA",0.2,119.8,,True,INDONESIA,170,8.0,,2007.0,3.0,23.0,,,200.0,3.0,3.0,8.0,14.0,,,,,58.0,2.0,22.0,,14.0,,,800.0,,,19.4,,,,,,,7.4,None,4454.0,1,10.0,83.0,0.2,119.8,False
4456,1968,IRAN:  DASHT-E-BAYAZ,34.158,59.083,4.0,True,IRAN,140,10.0,4.0,,4.0,13.0,10488.0,4.0,10488.0,4.0,4.0,8.0,31.0,,,17000.0,4.0,17000.0,4.0,10.0,,47.0,12000.0,,12000.0,,,43.2,35.0,,,,,35.0,7.1,Mw,,0,,,,,False
4458,1968,ARMENIA:  ZANGEZUR,39.1,46.2,3.0,True,ARMENIA,40,8.0,,,,24.0,,,,,,9.0,1.0,,,,,,,5.0,,39.0,,,,,,0.0,,,,,,,5.0,None,,0,,,,,False
4459,1968,IRAN:  FERDOW,34.0,58.2,3.0,True,IRAN,140,,3.0,,3.0,15.0,700.0,4.0,700.0,3.0,4.0,9.0,1.0,,,,,,,7.0,,27.0,1500.0,,1500.0,,,,,,,,,,6.2,Mw,,0,,,,,False
4460,1968,"TURKEY:  BARTIN, AMASRA, CAKRAZ",41.8,32.3,3.0,True,TURKEY,140,8.0,1.0,3297.0,1.0,38.0,24.0,4.0,24.0,3.0,4.0,9.0,3.0,,4.0,200.0,3.0,200.0,3.0,8.0,,19.0,2000.0,2000.0,2000.0,,,52.2,,,,,,,6.491999999999999,Ms→Mw,4460.0,1,3.0,40.0,41.8,32.3,False
4463,1968,VENEZUELA:  CARUPANO,10.697,-62.748,2.0,True,VENEZUELA,90,9.0,1.0,2009.0,1.0,103.0,3.0,,3.0,2.0,,9.0,20.0,,,,,,,6.0,,0.0,,,,,,5.0,,,,,,,6.5,Mw,4463.0,1,,74.0,10.697,-62.748,False
4464,1968,TURKEY,39.2,40.1,3.0,True,TURKEY,140,,1.0,,,14.0,2.0,,,,,9.0,24.0,,,,,,,4.0,,19.0,,,,,,0.0,,,,,,,5.1,None,,0,,,,,False
4465,1968,MEXICO-GUATEMALA:  S CHIAPAS,15.573,-92.536,2.0,True,MEXICO,150,,1.0,2010.0,1.0,124.0,20.0,,20.0,2.0,,9.0,25.0,,,500.0,3.0,500.0,3.0,10.0,,38.0,,,,,,39.5,,,,,,,6.1,Mw,4465.0,1,2.0,88.0,15.573,-92.536,False
4466,1968,JAPAN:  BONIN ISLANDS,26.3,140.6,,True,JAPAN,30,,,,,516.0,,,,,,10.0,7.0,,,,,,,19.0,,20.0,,,,,,20.3,,,,,,,7.095000000000001,Ms→Mw,,0,,,,,False
4468,1968,"AUSTRALIA:  MECKERING, NORTHAM, CUNDERDIN, YORK",-31.5,117.0,2.0,True,AUSTRALIA,60,9.0,,,,1.0,,,,2.0,,10.0,14.0,,,28.0,1.0,28.0,1.0,2.0,,58.0,,,,,,47.8,2.6,,,,,2.6,6.6259999999999994,Ms→Mw,,0,,,,,False
4469,1968,"PAPUA NEW GUINEA:  N COAST, WEWAK, DAGUA",-3.4,143.3,2.0,True,PAPUA NEW GUINEA,170,,,,,21.0,,,,,,10.0,23.0,,,,,,,21.0,,4.0,,,,,,0.0,,,,,,,7.5,None,,0,,,,,False
4470,1968,BALKANS NW:  MONTENEGRO,42.1,19.3,4.0,True,MONTENEGRO,130,,1.0,,,17.0,1.0,,,,,11.0,3.0,,,,,,,4.0,,49.0,,,,,,0.0,38.6,,,,,,5.3,None,,0,,,,,False
4471,1969,IRAN:  NE KHURASAN PROVINCE,37.14,57.899,2.0,True,IRAN,140,8.0,1.0,,1.0,11.0,50.0,2.0,50.0,2.0,2.0,1.0,3.0,,,300.0,3.0,300.0,3.0,3.0,,16.0,100.0,,100.0,,,40.3,,,,,,,5.5,Mw,,0,,,,,False
4472,1969,SOLOMON ISLANDS:  SANTA ISABEL ISLAND,-7.9,158.9,1.0,True,SOLOMON ISLANDS,170,,,,,47.0,,,,,,1.0,5.0,,,,,,,13.0,,26.0,,,,,,0.0,,,,,,,7.5,None,,0,,,,,False
4473,1969,JAPAN:  HOKKAIDO,45.0,143.2,,True,JAPAN,30,,,,,204.0,,,,,,1.0,19.0,,,,,,,7.0,,2.0,,,,,,4.4,,,,,,,7.161999999999999,Ms→Mw,,0,,,,,False
4474,1969,"INDONESIA:  TALAUD ISLANDS, MINDANAO, VISAYAN",4.8,127.4,,True,INDONESIA,170,,,,,70.0,,,,,,1.0,30.0,,,,,,,10.0,,29.0,,,,,,40.4,,,,,,,7.095000000000001,Ms→Mw,,0,,,,,False
4476,1969,"INDONESIA:  SULAWESI:  PARASANGA, PALETOANG",-3.201,118.904,3.0,True,INDONESIA,170,8.0,2.0,2011.0,3.0,15.0,64.0,4.0,664.0,3.0,4.0,2.0,23.0,,,97.0,2.0,97.0,2.0,0.0,,36.0,1287.0,,1287.0,,,58.9,,,,,,,7.0,Mw,4476.0,1,4.0,83.0,-3.201,118.904,False
4477,1969,"PORTUGAL; MOROCCO:  RABAT, SALE; SPAIN:  CANARY IS",36.017,-10.95,2.0,True,PORTUGAL,130,7.0,1.0,2012.0,1.0,22.0,25.0,3.0,25.0,2.0,3.0,2.0,28.0,,4.0,80.0,2.0,80.0,2.0,2.0,4.0,40.0,,,,,,32.5,,,,,,,7.8,Mw,4477.0,1,0.9,73.0,36.017,-10.95,False
4479,1969,"TURKEY:  DEMIRCI, GORDES, SINDIRGI",39.2,28.5,3.0,True,TURKEY,140,8.0,,,,12.0,,,,,,3.0,23.0,,,,,,,21.0,,8.0,,,,,,0.0,,,,,,,5.6,None,,0,,,,,False
4482,1969,"TURKEY:  ALASEHIR, SARIGOL, KIRAZ",38.6,28.4,3.0,True,TURKEY,140,,2.0,,,9.0,53.0,,,,,3.0,28.0,,,,,,,1.0,,48.0,,,,,,0.0,,,,,,,6.5,None,,0,,,,,False
4483,1969,ETHIOPIA:  SARDO,11.875,41.208,1.0,True,ETHIOPIA,10,9.0,1.0,,1.0,35.0,40.0,3.0,40.0,1.0,3.0,3.0,29.0,,,160.0,3.0,160.0,3.0,9.0,,15.0,,,,,,53.5,0.32,,,,,0.32,6.2,Mw,,0,,,,,False
