id,year,locationName,latitude_eq,longitude_eq,damageAmountOrder,publish,country,regionCode_eq,intensity,deathsAmountOrder,tsunamiEventId,deathsAmountOrderTotal,eqDepth,deaths,housesDestroyedAmountOrder,deathsTotal,damageAmountOrderTotal,housesDestroyedAmountOrderTotal,month,day,volcanoEventId,housesDamagedAmountOrder,injuries,injuriesAmountOrder,injuriesTotal,injuriesAmountOrderTotal,hour,housesDamagedAmountOrderTotal,minute,housesDestroyed,housesDamaged,housesDestroyedTotal,housesDamagedTotal,area,second,damageMillionsDollars,missing,missingAmountOrder,missingTotal,missingAmountOrderTotal,damageMillionsDollarsTotal,magnitude_Mw,MagnitudeSource,earthquakeEventId,oceanicTsunami,maxWaterHeight,regionCode_ts,latitude_ts,longitude_ts,same_region
5163,1988,"TAIWAN:  HUALIEN, SU-HUA",23.902,121.598,1.0,True,TAIWAN,30,,1.0,,1.0,51.0,1.0,,1.0,1.0,,7.0,20.0,,,1.0,1.0,1.0,1.0,23.0,,15.0,,,,,,36.6,,,,,,,5.889,Ms→Mw,,0,,,,,False
5164,1988,"MYANMAR (BURMA);  INDIA:  GAUHATI, SIBSAGAR, IMPHAL",25.149,95.127,2.0,True,MYANMAR (BURMA),60,6.0,1.0,2372.0,1.0,91.0,3.0,,5.0,2.0,,8.0,6.0,,,42.0,1.0,42.0,1.0,0.0,,36.0,,,,,,24.6,,,,30.0,1.0,,6.894,Ms→Mw,5164.0,0,,60.0,25.149,95.127,True
5165,1988,"SOLOMON ISLANDS:  SAN CRISTOBAL, GUADALCANAL",-10.258,160.896,,True,SOLOMON ISLANDS,170,,,2184.0,1.0,36.0,,,1.0,1.0,2.0,8.0,10.0,,,,,,,4.0,,38.0,,,100.0,,,29.2,,,,,,,7.6,Mw,5165.0,1,0.09,82.0,-10.258,160.896,False
5166,1988,"IRAN:  S, MAMASANI, BUSHEHR, NURABAD",29.974,51.679,2.0,True,IRAN,140,,1.0,,1.0,33.0,1.0,,1.0,2.0,,8.0,11.0,,4.0,,1.0,,1.0,16.0,4.0,4.0,,2000.0,,2000.0,,45.6,,,,,,,6.157,Ms→Mw,,0,,,,,False
5167,1988,"NEPAL-INDIA:  KATHMANDU, BIHAR",26.755,86.616,4.0,True,NEPAL,60,8.0,3.0,5735.0,3.0,57.0,998.0,,998.0,4.0,,8.0,20.0,,,,,,,23.0,,9.0,,,,,,9.5,131.5,,,,1.0,131.5,6.491999999999999,Ms→Mw,5167.0,0,,60.0,26.755,86.616,True
5170,1988,PAPUA NEW GUINEA:  KAIAPIT (LANDSLIDE GENERATED),-6.06,146.23,,True,PAPUA NEW GUINEA,170,,,,2.0,0.0,,,74.0,2.0,3.0,9.0,6.0,,,,,,,0.0,,42.0,,,,,,33.7,,,,,,,4.685,ML,,0,,,,,False
5171,1988,"TAJIKISTAN:  ROSHTKALA, KHOROG",37.18,71.811,2.0,True,TAJIKISTAN,40,6.0,,,,11.0,,,,,,9.0,25.0,,,,,,,20.0,,52.0,,,,,,14.7,,,,,,,5.42,Ms→Mw,,0,,,,,False
5172,1988,"GREECE:  IONIAN SEA:  KILINI, VARTHOLOMION",37.938,20.932,2.0,True,GREECE,130,8.0,,,,25.0,,,,,,10.0,16.0,,,,,,,12.0,,34.0,,,,,,5.6,,,,,,,5.9559999999999995,Ms→Mw,,0,,,,,False
5173,1988,"ALGERIA:  BLIDA, MEDEA-ALGIERS",36.443,2.759,2.0,True,ALGERIA,15,,,,,12.0,,,,,,10.0,31.0,,,,,,,10.0,,12.0,,,,,,58.4,,,,,,,5.821999999999999,Ms→Mw,,0,,,,,False
5174,1988,"GUATEMALA:  S PALIN, SAN VICENTE PACAYA",13.881,-90.45,2.0,True,GUATEMALA,100,6.0,1.0,,1.0,69.0,5.0,,5.0,2.0,,11.0,3.0,,,,2.0,,2.0,14.0,2.0,47.0,,,,100.0,,10.7,,,,,,,6.09,Ms→Mw,,0,,,,,False
5175,1988,PUERTO RICO:  MONA PASSAGE:  CATANO,19.08,-67.256,2.0,True,USA TERRITORY,90,5.0,,,,33.0,,,,2.0,,11.0,3.0,,,,,,,19.0,,42.0,,,,,PR,18.1,,,,,,,5.889,Ms→Mw,,0,,,,,False
5176,1988,CHINA:  YUNNAN PROVINCE,22.789,99.611,4.0,True,CHINA,30,10.0,3.0,,3.0,18.0,738.0,4.0,738.0,4.0,4.0,11.0,6.0,,,3900.0,4.0,3900.0,4.0,13.0,,3.0,412000.0,,412000.0,,,19.3,269.0,,,,,269.0,6.961,Ms→Mw,,0,,,,,False
5178,1988,CHINA:  YUNNAN PROVINCE,23.181,99.439,,True,CHINA,30,,,,,10.0,,,,,,11.0,6.0,,,,,,,13.0,,15.0,,,,,,43.3,,,,,,,6.470000000000001,Mb→Mw,,0,,,,,False
5179,1988,"CHINA:  E, QINZHOU-FANGCHENG, NANNING",21.23,108.545,1.0,True,CHINA,30,,,,,10.0,,,,1.0,,11.0,10.0,,,71.0,2.0,71.0,2.0,1.0,,17.0,,,,,,49.4,,,,,,,4.9399999999999995,Mb→Mw,,0,,,,,False
5180,1988,"JAMAICA:  ST ANDREW, JACKS HILL",18.068,-76.597,2.0,True,JAMAICA,90,6.0,,,,16.0,,,,2.0,,11.0,12.0,,,,,,,3.0,,34.0,,,,,,48.6,,,,,,,5.219,Ms→Mw,,0,,,,,False
5181,1988,"PHILIPPINES:  SAMAR:  CATARMAN, CATBALOGAN",12.399,124.537,1.0,True,PHILIPPINES,170,6.0,,,,19.0,,,,1.0,,11.0,17.0,,,29.0,1.0,29.0,1.0,6.0,,55.0,,,,,,46.0,,,,,,,6.6,Mw,,0,,,,,False
5182,1988,AZORES:  SAO MIGUEL ISLAND,37.938,-26.142,2.0,True,AZORES (PORTUGAL),70,7.0,,,,11.0,,,,,,11.0,21.0,,,,,,,16.0,,55.0,,,,,,52.5,,,,,,,5.621,Ms→Mw,,0,,,,,False
5183,1988,"CANADA:  QUEBEC:  SAGUENAY, QUEBEC CITY",48.047,-71.315,2.0,True,CANADA,150,7.0,1.0,,1.0,22.0,2.0,,2.0,2.0,,11.0,25.0,,,50.0,1.0,50.0,1.0,23.0,,46.0,,,,,,4.5,,,,,,,5.8,Mw,,0,,,,,False
5184,1988,"ARMENIA:  LENINAKAN, SPITAK, KIROVAKAN",40.987,44.185,4.0,True,ARMENIA,40,10.0,4.0,,4.0,5.0,25000.0,4.0,25000.0,4.0,4.0,12.0,7.0,,,,,,,7.0,,41.0,,,,,,24.2,16200.0,,,,,16200.0,6.6259999999999994,Ms→Mw,,0,,,,,False
5187,1989,"TAJIKISTAN:  SHARORA, GISSAR",38.465,68.694,3.0,True,TAJIKISTAN,40,7.0,3.0,,3.0,33.0,274.0,,274.0,3.0,,1.0,22.0,,,,3.0,,3.0,23.0,,2.0,,,,,,7.1,24.8,,,,,24.8,5.535,Mb→Mw,,0,,,,,False
5188,1989,"INDONESIA:  MOLUCCA PASSAGE:  MOROTAI, TANAWANGU",1.031,126.189,3.0,True,INDONESIA,170,,,,,32.0,,,,,,3.0,8.0,,,,,,,11.0,,44.0,,,,,,32.3,,,,,,,5.821999999999999,Ms→Mw,,0,,,,,False
5189,1989,"TURKEY:  ERZURUM, KARS",40.027,41.816,2.0,True,TURKEY,140,,,,,10.0,,,,,,3.0,10.0,,,,,,,8.0,,0.0,,,,,,48.7,,,,,,,5.018000000000001,Ms→Mw,,0,,,,,False
5190,1989,PAPUA NEW GUINEA:  NEW BRITAIN:  RABAUL,-4.346,152.797,,True,PAPUA NEW GUINEA,170,5.0,1.0,,1.0,53.0,1.0,,1.0,,,3.0,10.0,,,,,,,14.0,,14.0,,,,,,10.2,,,,,,,5.688000000000001,Ms→Mw,,0,,,,,False
5191,1989,"MALAWI:  SALIMA, DEDZA, MOHINJI",-13.702,34.42,4.0,True,MALAWI,10,,1.0,,1.0,30.0,9.0,,9.0,4.0,,3.0,10.0,,,100.0,2.0,100.0,2.0,21.0,,49.0,,,,,,45.8,28.0,,,,,28.0,6.157,Ms→Mw,,0,,,,,False
5192,1989,CHINA:  SICHUAN PROVINCE:  BATANG,29.987,99.195,4.0,True,CHINA,30,,1.0,,1.0,13.0,11.0,,11.0,4.0,,4.0,15.0,,,42.0,1.0,42.0,1.0,20.0,,34.0,,,,,,8.9,164.0,,,,,164.0,6.224,Ms→Mw,,0,,,,,False
5194,1989,"MEXICO:  MEXICO CITY, ACAPULCO",16.773,-99.328,2.0,True,MEXICO,150,6.0,1.0,,1.0,19.0,3.0,,3.0,2.0,,4.0,25.0,,,,1.0,,1.0,14.0,,29.0,,,,,,0.5,,,,,,,6.6259999999999994,Ms→Mw,,0,,,,,False
5195,1989,"IRAN:  SW, SHIRAZ, MAMASANI",29.964,51.655,3.0,True,IRAN,140,,,,,33.0,,,,,,5.0,3.0,,,,,,,9.0,,13.0,,,,,,24.2,,,,,,,5.365,Mb→Mw,,0,,,,,False
5196,1989,"VENEZUELA:  FALCON, CARABOBO, CARACAS",11.038,-68.27,2.0,True,VENEZUELA,160,,,,,16.0,,,,,,5.0,4.0,,,,,,,0.0,,22.0,,,,,,6.7,,,,,,,5.554,Ms→Mw,,0,,,,,False
5197,1989,"CHINA:  YUNNAN PROVINCE:  GENGMA, LANCANG, MENGLIAN",23.553,99.526,4.0,True,CHINA,30,,1.0,,1.0,33.0,1.0,4.0,1.0,4.0,4.0,5.0,7.0,,,91.0,2.0,91.0,2.0,0.0,,38.0,5300.0,,5300.0,,,18.5,54.0,,,,,54.0,5.821999999999999,Ms→Mw,,0,,,,,False
5198,1989,MACQUARIE ISLAND:  MACQUARIE STATION; NEW ZEALAND,-52.341,160.568,1.0,True,AUSTRALIA,170,7.0,,2185.0,,10.0,,,,,,5.0,23.0,,,,,,,10.0,,54.0,,,,,TAS,46.3,,,,,,,7.564,Ms→Mw,5198.0,1,0.15,81.0,-52.341,160.568,False
5199,1989,"IRAN:  DO GOBADAN, FARS, YASUJ",30.167,50.921,2.0,True,IRAN,140,,3.0,,3.0,31.0,114.0,,114.0,2.0,,5.0,27.0,,,,,,,20.0,,8.0,,,,,,37.3,5.0,,,,,5.0,5.9559999999999995,Ms→Mw,,0,,,,,False
5201,1989,BANGLADESH:  BANARIPARA,21.861,89.763,2.0,True,BANGLADESH,60,,1.0,,1.0,6.0,1.0,,1.0,2.0,,6.0,12.0,,,,3.0,,3.0,0.0,,4.0,,,,,,9.7,,,,,,,5.487,Ms→Mw,,0,,,,,False
5202,1989,"ECUADOR:  ESMERALDAS, GUAYAQUIL",1.134,-79.616,2.0,True,ECUADOR,160,7.0,,,,15.0,,,,,,6.0,25.0,,,,,,,20.0,,37.0,,,,,,32.4,,,,,,,6.157,Ms→Mw,,0,,,,,False
5203,1989,HAWAIIAN ISLANDS:  PUNA DISTRICT,19.362,-155.083,2.0,True,USA,150,6.0,,2186.0,,9.0,,3.0,,2.0,3.0,6.0,26.0,,,5.0,1.0,5.0,1.0,3.0,,27.0,105.0,,105.0,,HI,3.9,,,,,,,6.157,Ms→Mw,5203.0,1,0.29,80.0,19.362,-155.083,False
5204,1989,"AZORES:  GRACIOSA, TERCEIRA",39.112,-28.242,2.0,True,AZORES (PORTUGAL),70,6.0,,,,11.0,,,,,,6.0,26.0,,,,,,,10.0,,38.0,,,,,,39.4,,,,,,,5.889,Ms→Mw,,0,,,,,False
5205,1989,"JAPAN:  HONSHU:  ITO, AJIRO",34.942,139.193,2.0,True,JAPAN,30,6.0,,,,5.0,,,,,,7.0,9.0,,,,,,,2.0,,9.0,,,,,,9.1,,,,,,,5.42,Ms→Mw,,0,,,,,False
5206,1989,INDONESIA:  TIMOR:  ALOR,-8.081,125.129,2.0,True,INDONESIA,60,,,,,10.0,,,,,,7.0,14.0,,,,,,,20.0,,42.0,,,,,,40.0,,,,,,,6.224,Ms→Mw,,0,,,,,False
5207,1989,"INDONESIA:  KURIMA DISTRICT, BALIEM RIVER",-4.511,139.022,2.0,True,INDONESIA,170,,3.0,,3.0,14.0,120.0,,120.0,2.0,,8.0,1.0,,,125.0,3.0,125.0,3.0,0.0,,18.0,,,,,,4.8,1.0,,,,,1.0,5.9559999999999995,Ms→Mw,,0,,,,,False
5208,1989,"RUSSIA:  GROZNYY, BUYNAKSK",43.522,45.362,2.0,True,RUSSIA,40,6.0,1.0,,1.0,18.0,1.0,,1.0,2.0,,8.0,3.0,,,,,,,7.0,,42.0,,,,,,40.8,,,,,,,5.42,Ms→Mw,,0,,,,,False
5209,1989,"DJIBOUTI: GALAFI, YABAKI;  ETHIOPIA",11.766,41.942,2.0,True,DJIBOUTI,10,9.0,1.0,,1.0,12.0,6.0,,6.0,2.0,,8.0,20.0,,,,1.0,,1.0,11.0,,16.0,,,,,,56.5,,,,,,,6.291,Ms→Mw,,0,,,,,False
5210,1989,INDONESIA:  TEMBAGAPURA,-4.219,136.667,2.0,True,INDONESIA,170,,,,,9.0,,,,2.0,,9.0,4.0,,,,,,,5.0,,20.0,,,,,,55.9,,,,,,,6.09,Ms→Mw,,0,,,,,False
5211,1989,CHINA:  SICHUAN PROVINCE:  XIAOJIN COUNTY,31.583,102.433,3.0,True,CHINA,30,,1.0,,1.0,15.0,1.0,4.0,1.0,3.0,4.0,9.0,22.0,,,151.0,3.0,151.0,3.0,2.0,,25.0,4270.0,,4270.0,,,50.8,,,,,,,6.157,Ms→Mw,,0,,,,,False
5212,1989,IRAN:  DEH BORZORG-E SISAKHT,30.96,51.421,2.0,True,IRAN,140,,,,,42.0,,,,,,10.0,1.0,,,,,,,2.0,,59.0,,,,,,6.3,,,,,,,5.219,Ms→Mw,,0,,,,,False
5213,1989,CALIFORNIA:  LOMA PRIETA,37.036,-121.883,4.0,True,USA,150,9.0,2.0,2188.0,2.0,19.0,62.0,3.0,62.0,4.0,3.0,10.0,18.0,,,3757.0,4.0,3757.0,4.0,0.0,,4.0,,,,,CA,15.2,5600.0,,,,,5600.0,6.9,Mw,5213.0,1,1.0,88.0,37.036,-121.883,False
5215,1989,CHINA:  SHANXI AND HEBEI PROVINCES; DATONG,39.893,113.884,3.0,True,CHINA,30,8.0,1.0,,1.0,10.0,29.0,4.0,29.0,3.0,4.0,10.0,18.0,,,193.0,3.0,193.0,3.0,14.0,,57.0,30000.0,,30000.0,,,22.4,,,,,,,5.621,Ms→Mw,,0,,,,,False
5216,1989,"ALGERIA:  ALGIERS, CHERCHELL, TIPAZA",36.788,2.448,2.0,True,ALGERIA,15,8.0,1.0,2919.0,1.0,6.0,30.0,,30.0,2.0,,10.0,29.0,,,245.0,3.0,245.0,3.0,19.0,,9.0,,,,,,12.9,5.0,,,,,5.0,5.889,Ms→Mw,5216.0,1,,50.0,36.788,2.448,False
5217,1989,"JAPAN:  HONSHU: N, AOMORI, MISAWA",39.837,142.76,1.0,True,JAPAN,30,6.0,,2190.0,,29.0,,,,,,11.0,1.0,,,,,,,18.0,,25.0,,,,,,34.9,,,,,,,7.0280000000000005,Ms→Mw,5217.0,1,0.9,85.0,39.837,142.76,False
5218,1989,CHINA:  SICHUAN PROVINCE:  JIANGBEI COUNTY,29.882,106.804,2.0,True,CHINA,30,,1.0,,1.0,33.0,4.0,4.0,4.0,2.0,4.0,11.0,20.0,,4.0,161.0,3.0,161.0,3.0,3.0,4.0,21.0,5000.0,53000.0,5000.0,53000.0,,7.8,5.0,,,,,5.0,5.219,Ms→Mw,,0,,,,,False
5219,1989,"IRAN:  SHAHDAD, KERMAN PROVINCE",29.892,57.718,1.0,True,IRAN,140,,1.0,,1.0,18.0,3.0,,3.0,1.0,,11.0,20.0,,,45.0,1.0,45.0,1.0,4.0,,19.0,,,,,,4.6,,,,,,,5.9,Mw,,0,,,,,False
5220,1989,"PHILIPPINES:  MINDANAO:  COTABATO, DAVAO",8.337,126.729,2.0,True,PHILIPPINES,170,6.0,1.0,,1.0,24.0,2.0,,2.0,2.0,,12.0,15.0,,,,3.0,,3.0,18.0,,43.0,,,,,,45.0,1.0,,,,,1.0,7.5,Mw,,0,,,,,False
5221,1989,AUSTRALIA:  NEWCASTLE,-32.967,151.619,4.0,True,AUSTRALIA,170,8.0,1.0,,1.0,10.0,12.0,,12.0,4.0,,12.0,27.0,,,100.0,2.0,100.0,2.0,23.0,,26.0,,,,,,57.0,1000.0,,,,,1000.0,5.62,Mb→Mw,,0,,,,,False
5222,1990,"PHILIPPINES:  BOHOL, CEBU, CAGAYAN DE ORO, CAMIGUIN",9.755,124.694,1.0,True,PHILIPPINES,170,7.0,1.0,5440.0,1.0,26.0,6.0,,6.0,1.0,,2.0,8.0,,3.0,300.0,3.0,300.0,3.0,7.0,3.0,15.0,,600.0,,600.0,,32.2,0.9,,,,,0.9,6.491999999999999,Ms→Mw,5222.0,1,2.1,84.0,9.755,124.694,False
5223,1990,"CALIFORNIA:  S,  CLAREMONT,  COVINA",34.14,-117.7,3.0,True,USA,150,7.0,,,,5.0,,,,3.0,,2.0,28.0,,,30.0,1.0,30.0,1.0,23.0,,43.0,,,,,CA,36.6,12.7,,,,,12.7,5.755,Ms→Mw,,0,,,,,False
5224,1990,"PAKISTAN:  KALAT, QUETTA, MASTUNG",28.925,66.331,2.0,True,PAKISTAN,60,,1.0,,1.0,10.0,11.0,,11.0,2.0,,3.0,4.0,,3.0,40.0,1.0,40.0,1.0,19.0,3.0,46.0,,,,,,19.6,1.0,,,,,1.0,6.157,Ms→Mw,,0,,,,,False
5225,1990,"COSTA RICA:  PUNTARENAS, SAN JOSE",9.907,-84.753,2.0,True,COSTA RICA,100,8.0,,2192.0,,20.0,,1.0,,2.0,1.0,3.0,25.0,,1.0,15.0,1.0,15.0,1.0,13.0,1.0,22.0,8.0,34.0,8.0,34.0,,57.2,,,,,,,7.3,Mw,5225.0,1,1.0,88.0,9.907,-84.753,False
5226,1990,TAJIKISTAN:  PAMIR MOUNTAINS,37.034,72.942,1.0,True,TAJIKISTAN,40,6.0,,,,33.0,,,,1.0,,3.0,25.0,,,,,,,14.0,,17.0,,,,,,18.8,,,,,,,6.291,Ms→Mw,,0,,,,,False
5227,1990,PHILIPPINES:  SANTIAGO,9.253,125.606,1.0,True,PHILIPPINES,170,4.0,1.0,,1.0,39.0,1.0,,1.0,1.0,,3.0,26.0,,,2.0,1.0,2.0,1.0,22.0,,47.0,,,,,,16.7,,,,,,,5.755,Ms→Mw,,0,,,,,False
5228,1990,"UNITED KINGDOM:  MANCHESTER, LIVERPOOL",52.314,-2.985,1.0,True,UK,120,6.0,,,,18.0,,,,1.0,,4.0,2.0,,2.0,,,,,13.0,2.0,46.0,,,,,,31.7,,,,,,,5.025,Mb→Mw,,0,,,,,False
5229,1990,NORTHERN MARIANA ISLANDS:  SAIPAN; GUAM,15.125,147.596,,True,USA TERRITORY,170,4.0,,2194.0,,11.0,,,,,,4.0,5.0,,,,,,,21.0,,12.0,,,,,MP,35.5,,,,,,,7.095000000000001,Ms→Mw,5229.0,1,1.8,81.0,15.125,147.596,False
5230,1990,CHINA:  S XINJIANG:  WUQIA COUNTY,39.436,74.9,2.0,True,CHINA,40,,,,,33.0,,3.0,,2.0,3.0,4.0,17.0,,,2.0,1.0,2.0,1.0,1.0,,59.0,,,,,,33.4,,,,,,,6.224,Ms→Mw,,0,,,,,False
5231,1990,INDONESIA:  MINAHASSA PENINSULA: BOLAANG-GORONTALO,1.186,122.857,3.0,True,INDONESIA,170,,1.0,,1.0,26.0,3.0,,3.0,3.0,,4.0,18.0,,4.0,25.0,1.0,25.0,1.0,13.0,4.0,39.0,,1140.0,,1140.0,,19.0,,,,,,,7.6,Mw,,0,,,,,False
5232,1990,IRAN:  HANNA,31.107,51.678,1.0,True,IRAN,140,,,,,47.0,,,,1.0,,4.0,18.0,,,,,,,19.0,,38.0,,,,,,8.9,,,,,,,5.025,Mb→Mw,,0,,,,,False
5233,1990,CHINA:  QINGHAI PROVINCE:  GANGHE-XINGHAI,35.986,100.245,4.0,True,CHINA,30,,3.0,,3.0,8.0,126.0,4.0,126.0,4.0,4.0,4.0,26.0,,4.0,2049.0,4.0,2049.0,4.0,9.0,,37.0,66800.0,66800.0,66800.0,,,15.0,58.35,,,,,58.35,6.693,Ms→Mw,,0,,,,,False
5235,1990,ITALY:  POTENZA,40.775,15.766,2.0,True,ITALY,130,7.0,1.0,,1.0,10.0,2.0,,2.0,2.0,,5.0,5.0,,,16.0,1.0,16.0,1.0,7.0,,21.0,,,,,,29.5,,,,,,,5.688000000000001,Ms→Mw,,0,,,,,False
5236,1990,"NEW ZEALAND:  DANNEVIRKE,  WELLINGTON",-40.296,176.064,2.0,True,NEW ZEALAND,170,8.0,,,,21.0,,,,2.0,,5.0,13.0,,,,,,,4.0,,23.0,,,,,,9.6,,,,,,,6.291,Ms→Mw,,0,,,,,False
5237,1990,"SOUTH SUDAN:  JUBA, MAYA;  UGANDA: NAKURA",5.121,32.145,1.0,True,SOUTH SUDAN,10,,1.0,,1.0,15.0,31.0,,31.0,1.0,,5.0,20.0,,2.0,,,,,2.0,2.0,22.0,,,,,,1.6,,,,,,,6.827,Ms→Mw,,0,,,,,False
5239,1990,"SOUTH SUDAN:  JUBA, KAPENGURIA",5.358,31.848,2.0,True,SOUTH SUDAN,10,,,,,16.0,,,,2.0,,5.0,24.0,,2.0,,,,,20.0,2.0,0.0,,,,,,8.1,,,,,,,6.76,Ms→Mw,,0,,,,,False
5240,1990,PERU:  MOYABAMBA-RIOJO,-6.016,-77.229,2.0,True,PERU,160,6.0,3.0,,3.0,24.0,200.0,,200.0,2.0,,5.0,30.0,,,8130.0,4.0,8130.0,4.0,2.0,,34.0,,,,,,5.8,1.0,,,,,1.0,6.425000000000001,Ms→Mw,,0,,,,,False
5241,1990,"ROMANIA:  BUCHAREST, BRAILA, BRASOV",45.841,26.668,3.0,True,ROMANIA,110,6.0,1.0,,1.0,89.0,14.0,,14.0,3.0,,5.0,30.0,,,700.0,3.0,700.0,3.0,10.0,,40.0,,,,,,6.1,23.7,,,,,23.7,6.7250000000000005,Mb→Mw,,0,,,,,False
5242,1990,"ROMANIA:  KISHINEV, CIS",45.811,26.769,1.0,True,ROMANIA,110,5.0,,,,88.0,,,,1.0,,5.0,31.0,,,,,,,0.0,,17.0,,,,,,47.8,,,,,,,6.215,Mb→Mw,,0,,,,,False
5243,1990,COSTA RICA:  SANTIAGO DE PURISCAL,9.855,-84.327,1.0,True,COSTA RICA,100,,,,,10.0,,,,1.0,,6.0,8.0,,1.0,,,,,0.0,1.0,31.0,,14.0,,14.0,,50.0,,,,,,,5.151999999999999,Ms→Mw,,0,,,,,False
5244,1990,"PERU:  N, RIOJA, MOYOBAMBA, IQUITOS",-6.062,-77.136,1.0,True,PERU,160,6.0,1.0,,1.0,26.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,,,,,,,1.0,,14.0,14.0,,14.0,,,34.5,,,,,,,5.353,Ms→Mw,,0,,,,,False
5245,1990,"PHILIPPINES:  CULASI, PANAY",11.76,121.899,2.0,True,PHILIPPINES,170,6.0,1.0,,1.0,18.0,4.0,,4.0,2.0,,6.0,14.0,,,15.0,1.0,15.0,1.0,7.0,,40.0,,,,,,56.2,,,,,,,6.827,Ms→Mw,,0,,,,,False
5246,1990,"KAZAKHSTAN:  UST, ZAYSAN",47.869,85.076,3.0,True,KAZAKHSTAN,40,5.0,1.0,,1.0,58.0,1.0,4.0,1.0,3.0,4.0,6.0,14.0,,,,,,,12.0,,47.0,3000.0,,3000.0,,,28.8,,,,,,,6.6259999999999994,Ms→Mw,,0,,,,,False
5247,1990,PAKISTAN:  BALUCHISTAN,27.398,65.719,1.0,True,PAKISTAN,60,,,,,15.0,,,,1.0,,6.0,17.0,,,6.0,1.0,6.0,1.0,4.0,,51.0,,,,,,45.5,,,,,,,6.291,Ms→Mw,,0,,,,,False
5248,1990,"IRAN:  RASHT, QAZVIN, ZANJAN,  RUDBAR, MANJIL",36.957,49.409,4.0,True,IRAN,140,7.0,4.0,5703.0,4.0,19.0,40000.0,4.0,40000.0,4.0,4.0,6.0,20.0,,,105000.0,4.0,105000.0,4.0,21.0,,0.0,100000.0,,100000.0,,,9.9,7200.0,,,,,7200.0,7.3,Mw,5248.0,1,2.0,40.0,36.957,49.409,False
5250,1990,"IRAN:  LOWSHAN, MANJIL",36.636,49.799,1.0,True,IRAN,140,7.0,1.0,,1.0,15.0,20.0,,20.0,1.0,,6.0,21.0,,,,,,,9.0,,2.0,,,,,,14.6,,,,,,,5.6,Mw,,0,,,,,False
5251,1990,"INDONESIA:  JAVA:  W, KUNINGAN, MAJALENGA",-6.904,108.12,3.0,True,INDONESIA,60,,,,,14.0,,4.0,,3.0,4.0,7.0,6.0,,,103.0,3.0,103.0,3.0,0.0,,16.0,10300.0,,10300.0,,,20.4,,,,,,,5.286,Ms→Mw,,0,,,,,False
5252,1990,AFGHANISTAN:  HINDU KUSH:  PIK LENINA,36.415,70.789,,True,AFGHANISTAN,40,4.0,1.0,,1.0,217.0,43.0,,43.0,,,7.0,13.0,,,,,,,14.0,,20.0,,,,,,43.4,,,,,,,5.79,Mb→Mw,,0,,,,,False
5253,1990,"PHILIPPINES:  BAGUIO,  CABANATUAN, DAGUPAN",15.679,121.172,4.0,True,PHILIPPINES,170,9.0,4.0,5997.0,4.0,25.0,2412.0,,2412.0,4.0,,7.0,16.0,,,3000.0,4.0,3000.0,4.0,7.0,,26.0,,,,,,34.6,369.6,,,,,369.6,7.295999999999999,Ms→Mw,5253.0,1,2.0,84.0,15.679,121.172,False
5255,1990,"TURKEY:  CAMELI, DENIZLI",36.99,29.595,2.0,True,TURKEY,140,,,,,17.0,,,,2.0,,7.0,18.0,,3.0,,,,,11.0,3.0,29.0,,393.0,,393.0,,24.9,,,,,,,5.487,Ms→Mw,,0,,,,,False
5256,1990,VANUATU ISLANDS:  ESPIRITU SANTO,-15.355,167.464,2.0,True,VANUATU,170,5.0,,,,126.0,,,,2.0,,7.0,27.0,,3.0,2.0,1.0,2.0,1.0,12.0,3.0,37.0,,,,,,59.5,,,,,,,6.470000000000001,Mb→Mw,,0,,,,,False
5257,1990,"KAZAKHSTAN:  AKKAL, UST",47.963,84.961,2.0,True,KAZAKHSTAN,40,7.0,,,,33.0,,3.0,,2.0,3.0,8.0,3.0,,,8.0,1.0,8.0,1.0,9.0,,15.0,500.0,,500.0,,,6.1,,,,,,,6.157,Ms→Mw,,0,,,,,False
5258,1990,"ECUADOR:  PAMASQUI,  QUITO",-0.059,-78.449,3.0,True,ECUADOR,160,,1.0,,1.0,5.0,4.0,,4.0,3.0,,8.0,11.0,,4.0,10.0,1.0,10.0,1.0,2.0,4.0,59.0,,1300.0,,1300.0,,54.9,,,,,,,5.018000000000001,Ms→Mw,,0,,,,,False
5259,1990,SOUTH AFRICA:  WELKOM,-28.014,26.727,1.0,True,SOUTH AFRICA,10,,1.0,,1.0,5.0,2.0,,2.0,1.0,,9.0,26.0,,,5.0,1.0,5.0,1.0,23.0,,8.0,,,,,,23.9,,,,,,,4.884,Ms→Mw,,0,,,,,False
5260,1990,KAZAKHSTAN:  ZAYSAN,47.903,84.961,1.0,True,KAZAKHSTAN,40,6.0,,,,33.0,,,,1.0,,9.0,27.0,,,,,,,21.0,,12.0,,,,,,32.5,,,,,,,5.085,Ms→Mw,,0,,,,,False
5261,1990,SOUTH AFRICA:  CHARLETONVILLE,-26.39,27.349,,True,SOUTH AFRICA,10,,1.0,,1.0,5.0,10.0,,10.0,,,10.0,18.0,,,6.0,1.0,6.0,1.0,9.0,,30.0,,,,,,44.4,,,,,,,4.43,Mb→Mw,,0,,,,,False
